0.9300,4.5895,V_plus_high_rate,76
0.9171,4.5657,V_plus_high_rate,75
0.9028,4.5381,V_plus_high_rate,74
0.8865,4.5064,V_plus_high_rate,73
0.8737,4.4787,V_plus_high_rate,72
0.8601,4.4471,V_plus_high_rate,71
0.8465,4.4115,V_plus_high_rate,70
0.8322,4.3798,V_plus_high_rate,69
0.8180,4.3601,V_plus_high_rate,68
0.8017,4.3245,V_plus_high_rate,67
0.7868,4.2968,V_plus_high_rate,66
0.7732,4.2691,V_plus_high_rate,65
0.7596,4.2414,V_plus_high_rate,64
0.7454,4.2058,V_plus_high_rate,63
0.7311,4.1741,V_plus_high_rate,62
0.7162,4.1465,V_plus_high_rate,61
0.7026,4.1188,V_plus_high_rate,60
0.6918,4.0990,V_plus_high_rate,59
0.6809,4.0792,V_plus_high_rate,58
0.6700,4.0634,V_plus_high_rate,57
0.6605,4.0436,V_plus_high_rate,56
0.6503,4.0278,V_plus_high_rate,55
0.6388,4.0080,V_plus_high_rate,54
0.6286,3.9843,V_plus_high_rate,53
0.6151,3.9645,V_plus_high_rate,52
0.5988,3.9408,V_plus_high_rate,51
0.5832,3.9210,V_plus_high_rate,50
0.5696,3.8973,V_plus_high_rate,49
0.5567,3.8775,V_plus_high_rate,48
0.5458,3.8617,V_plus_high_rate,47
0.5343,3.8458,V_plus_high_rate,46
0.5234,3.8340,V_plus_high_rate,45
0.5105,3.8261,V_plus_high_rate,44
0.4990,3.8102,V_plus_high_rate,43
0.4881,3.7984,V_plus_high_rate,42
0.4766,3.7905,V_plus_high_rate,41
0.4637,3.7786,V_plus_high_rate,40
0.4474,3.7707,V_plus_high_rate,39
0.4338,3.7628,V_plus_high_rate,38
0.4230,3.7549,V_plus_high_rate,37
0.4120,3.7430,V_plus_high_rate,36
0.3991,3.7430,V_plus_high_rate,35
0.3814,3.7311,V_plus_high_rate,34
0.3685,3.7232,V_plus_high_rate,33
0.3550,3.7153,V_plus_high_rate,32
0.3407,3.7074,V_plus_high_rate,31
0.3265,3.7034,V_plus_high_rate,30
0.3136,3.6995,V_plus_high_rate,29
0.3027,3.6995,V_plus_high_rate,28
0.2905,3.6916,V_plus_high_rate,27
0.2783,3.6876,V_plus_high_rate,26
0.2661,3.6797,V_plus_high_rate,25
0.2545,3.6718,V_plus_high_rate,24
0.2437,3.6678,V_plus_high_rate,23
0.2321,3.6639,V_plus_high_rate,22
0.2219,3.6520,V_plus_high_rate,21
0.2118,3.6481,V_plus_high_rate,20
0.2009,3.6362,V_plus_high_rate,19
0.1900,3.6283,V_plus_high_rate,18
0.1792,3.6204,V_plus_high_rate,17
0.1683,3.6125,V_plus_high_rate,16
0.1588,3.6046,V_plus_high_rate,15
0.1493,3.5966,V_plus_high_rate,14
0.1405,3.5966,V_plus_high_rate,13
0.1310,3.5887,V_plus_high_rate,12
0.1222,3.5729,V_plus_high_rate,11
0.1140,3.5610,V_plus_high_rate,10
0.1072,3.5373,V_plus_high_rate,9
0.1011,3.5096,V_plus_high_rate,8
0.0970,3.4503,V_plus_high_rate,7
0.0957,3.3989,V_plus_high_rate,6
0.0957,3.3158,V_plus_high_rate,5
0.0950,3.2327,V_plus_high_rate,4
0.0950,3.1457,V_plus_high_rate,3
0.0943,3.0785,V_plus_high_rate,2
0.0943,2.9954,V_plus_high_rate,1
